mirna	target_gene	mirna_gene_id	target_gene_id	mirna_chr	target_gene_chr
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206925	chr22	chr19
MIR130B	Y_RNA	ENSG00000283871	ENSG00000222614	chr22	chr19
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207073	chr22	chr19
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207265	chr22	chr19
MIR130B	Y_RNA	ENSG00000283871	ENSG00000223060	chr22	chr19
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200646	chr22	chr19
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206797	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207305	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252367	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207380	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200494	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207282	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200208	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202414	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000283592	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200325	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000201498	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206582	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199676	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202255	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206998	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000201363	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252021	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199490	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000201501	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206959	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252064	chr22	chr20
MIR130B	Y_RNA	ENSG00000283871	ENSG00000277777	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000274790	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000276902	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000274046	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000274484	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000276546	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200754	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199962	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199698	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000201984	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207416	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252915	chr22	chr21
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206739	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000201916	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199797	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200976	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202019	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252225	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252412	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000222698	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199515	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200332	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206813	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200448	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000212569	chr22	chr22
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207320	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206844	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202469	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207151	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206792	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206795	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199410	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207025	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202144	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206663	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206639	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202272	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252486	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206677	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000238426	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200702	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202495	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207408	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200635	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206646	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199751	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000238926	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199567	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202410	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207426	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202407	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199832	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207363	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000207146	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000252069	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200436	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000212241	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200291	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000206862	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199705	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000200572	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000199424	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000202279	chr22	chrX
MIR130B	Y_RNA	ENSG00000283871	ENSG00000251996	chr22	chrY
MIR423	CSDE1	ENSG00000283935	ENSG00000009307	chr17	chr1
MIR30C	CSDE1	NA	ENSG00000009307	NA	chr1
MIR320A	CSDE1	ENSG00000208037	ENSG00000009307	chr8	chr1
MIR194	SIKE1	ENSG00000207624	ENSG00000052723	chr1	chr1
MIR194	SIKE1	ENSG00000229719	ENSG00000052723	chr11	chr1
MIR194	SIKE1	ENSG00000284155	ENSG00000052723	chr11	chr1
NA	SIKE1	NA	ENSG00000052723	NA	chr1
NA	VANGL1	NA	ENSG00000173218	NA	chr1
MIR324	VANGL1	ENSG00000199053	ENSG00000173218	chr17	chr1
MIR365A	VANGL1	ENSG00000199130	ENSG00000173218	chr16	chr1
MIR374B	VANGL1	ENSG00000212027	ENSG00000173218	chrX	chr1
MIR26A	ATP1A1	NA	ENSG00000163399	NA	chr1
MIR26A	ATP1A1	NA	ENSG00000203865	NA	chr1
MIR92A	ATP1A1	NA	ENSG00000163399	NA	chr1
MIR92A	ATP1A1	NA	ENSG00000203865	NA	chr1
MIR23B	ATP1A1	ENSG00000207563	ENSG00000163399	chr9	chr1
MIR23B	ATP1A1	ENSG00000207563	ENSG00000203865	chr9	chr1
NA	ATP1A1	NA	ENSG00000163399	NA	chr1
NA	ATP1A1	NA	ENSG00000203865	NA	chr1
MIR18A	ATP1A1	ENSG00000283815	ENSG00000163399	chr13	chr1
MIR18A	ATP1A1	ENSG00000283815	ENSG00000203865	chr13	chr1
MIR484	ATP1A1	ENSG00000283736	ENSG00000163399	chr16	chr1
MIR484	ATP1A1	ENSG00000283736	ENSG00000203865	chr16	chr1
MIR93	ATP1A1	ENSG00000207757	ENSG00000163399	chr7	chr1
MIR93	ATP1A1	ENSG00000207757	ENSG00000203865	chr7	chr1
NA	PTGFRN	NA	ENSG00000134247	NA	chr1
MIR18A	PTGFRN	ENSG00000283815	ENSG00000134247	chr13	chr1
MIR17	PTGFRN	ENSG00000284536	ENSG00000134247	chr13	chr1
NA	MAN1A2	NA	ENSG00000198162	NA	chr1
MIR130B	MAN1A2	ENSG00000283871	ENSG00000198162	chr22	chr1
MIR18A	GDAP2	ENSG00000283815	ENSG00000196505	chr13	chr1
MIR18A	SNORA40	ENSG00000283815	ENSG00000210825	chr13	chr11
NA	GDAP2	NA	ENSG00000196505	NA	chr1
NA	SNORA40	NA	ENSG00000210825	NA	chr11
MIR30A	WDR3	ENSG00000207827	ENSG00000065183	chr6	chr1
MIRLET7C	WDR3	ENSG00000199030	ENSG00000065183	chr21	chr1
MIRLET7B	WDR3	ENSG00000284520	ENSG00000065183	chr22	chr1
NA	RP11-418J17.1	NA	NA	NA	NA
MIR374A	RP11-418J17.1	ENSG00000199168	NA	chrX	NA
MIR181B	ZNF697	NA	ENSG00000143067	NA	chr1
NA	ZNF697	NA	ENSG00000143067	NA	chr1
MIR1229	PHGDH	ENSG00000221394	ENSG00000092621	chr5	chr1
MIR615	PHGDH	ENSG00000207571	ENSG00000092621	chr12	chr1
MIR107	PHGDH	ENSG00000198997	ENSG00000092621	chr10	chr1
NA	PHGDH	NA	ENSG00000092621	NA	chr1
NA	NOTCH2	NA	ENSG00000134250	NA	chr1
MIR320A	NOTCH2	ENSG00000208037	ENSG00000134250	chr8	chr1
MIR17	NOTCH2	ENSG00000284536	ENSG00000134250	chr13	chr1
MIR106A	NOTCH2	ENSG00000284157	ENSG00000134250	chrX	chr1
MIR196A	NOTCH2	NA	ENSG00000134250	NA	chr1
MIR27B	NOTCH2	ENSG00000207864	ENSG00000134250	chr9	chr1
MIR744	NOTCH2	ENSG00000266297	ENSG00000134250	chr17	chr1
MIR194	NONE	ENSG00000207624	NA	chr1	NA
MIR194	NONE	ENSG00000229719	NA	chr11	NA
MIR194	NONE	ENSG00000284155	NA	chr11	NA
MIR194	RP11-344P13.1	ENSG00000207624	NA	chr1	NA
MIR194	RP11-344P13.1	ENSG00000229719	NA	chr11	NA
MIR194	RP11-344P13.1	ENSG00000284155	NA	chr11	NA
NA	NONE	NA	NA	NA	NA
NA	RP11-344P13.1	NA	NA	NA	NA
MIR186	NONE	ENSG00000207721	NA	chr1	NA
MIR186	RP11-344P13.1	ENSG00000207721	NA	chr1	NA
MIR18A	NONE	ENSG00000283815	NA	chr13	NA
MIR18A	RP11-344P13.1	ENSG00000283815	NA	chr13	NA
MIR574	NONE	ENSG00000207944	NA	chr4	NA
MIR574	RP11-344P13.1	ENSG00000207944	NA	chr4	NA
MIR1260A	NONE	ENSG00000221754	NA	chr14	NA
MIR1260A	RP11-344P13.1	ENSG00000221754	NA	chr14	NA
MIR20A	NONE	ENSG00000283762	NA	chr13	NA
MIR20A	RP11-344P13.1	ENSG00000283762	NA	chr13	NA
MIR210	NONE	ENSG00000199038	NA	chr11	NA
MIR210	RP11-344P13.1	ENSG00000199038	NA	chr11	NA
MIR320A	PPIAL4G	ENSG00000208037	ENSG00000236334	chr8	chr1
MIR324	PPIAL4G	ENSG00000199053	ENSG00000236334	chr17	chr1
MIR191	PPIAL4G	ENSG00000207605	ENSG00000236334	chr3	chr1
MIR423	PPIAL4G	ENSG00000283935	ENSG00000236334	chr17	chr1
MIR26A	SEC22B	NA	ENSG00000265808	NA	chr1
MIR181A	SEC22B	NA	ENSG00000265808	NA	chr1
NA	SEC22B	NA	ENSG00000265808	NA	chr1
MIR339	NOTCH2NL	ENSG00000199023	NA	chr7	NA
MIR339	RP11-458D21.5	ENSG00000199023	NA	chr7	NA
NA	NOTCH2NL	NA	NA	NA	NA
NA	RP11-458D21.5	NA	NA	NA	NA
NA	TXNIP	NA	ENSG00000265972	NA	chr1
MIR378A	TXNIP	ENSG00000199047	ENSG00000265972	chr5	chr1
MIR122	TXNIP	ENSG00000284440	ENSG00000265972	chr18	chr1
MIR130B	TXNIP	ENSG00000283871	ENSG00000265972	chr22	chr1
MIR186	TXNIP	ENSG00000207721	ENSG00000265972	chr1	chr1
MIR103A	TXNIP	NA	ENSG00000265972	NA	chr1
MIR17	TXNIP	ENSG00000284536	ENSG00000265972	chr13	chr1
MIR106B	TXNIP	ENSG00000208036	ENSG00000265972	chr7	chr1
MIRLET7A	RP11-315I20.1	NA	NA	NA	NA
NA	RP11-315I20.1	NA	NA	NA	NA
MIR186	RBM8A	ENSG00000207721	ENSG00000265241	chr1	chr1
MIR615	RBM8A	ENSG00000207571	ENSG00000265241	chr12	chr1
MIR193B	RBM8A	ENSG00000207639	ENSG00000265241	chr16	chr1
MIR148B	RBM8A	ENSG00000199122	ENSG00000265241	chr12	chr1
NA	RBM8A	NA	ENSG00000265241	NA	chr1
MIR17	GNRHR2	ENSG00000284536	ENSG00000211451	chr13	chr1
NA	GNRHR2	NA	ENSG00000211451	NA	chr1
MIR196A	GNRHR2	NA	ENSG00000211451	NA	chr1
MIR27A	POLR3C	ENSG00000207808	ENSG00000186141	chr19	chr1
NA	POLR3C	NA	ENSG00000186141	NA	chr1
NA	RNF115	NA	ENSG00000265491	NA	chr1
MIR20A	RNF115	ENSG00000283762	ENSG00000265491	chr13	chr1
MIR193B	RNF115	ENSG00000207639	ENSG00000265491	chr16	chr1
MIR222	RNF115	ENSG00000207725	ENSG00000265491	chrX	chr1
MIR320A	CHD1L	ENSG00000208037	ENSG00000131778	chr8	chr1
MIR301A	CHD1L	ENSG00000207996	ENSG00000131778	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200344	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252254	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000222511	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202461	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201405	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000239106	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207302	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252802	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252098	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206779	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199756	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206704	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000265961	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252450	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200591	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201868	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200421	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207466	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202222	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207356	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200171	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200262	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000272051	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200174	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252784	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200508	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000223254	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199459	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202385	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206817	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000251837	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207379	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206679	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202254	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199710	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199890	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201114	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200547	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207209	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252744	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201134	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199565	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207039	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202027	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206651	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202078	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199595	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201987	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206990	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206692	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252357	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206659	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206905	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199840	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207080	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201421	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206640	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252612	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207108	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201596	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207139	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000212512	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199471	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199349	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000212205	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252822	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202041	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252317	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199241	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207326	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202079	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199442	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200085	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200982	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201602	chr17	chr1
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207086	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200829	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207069	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201160	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000222224	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200283	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206951	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202309	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207218	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207411	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202195	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206964	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000278523	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252436	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199964	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252250	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201311	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000239143	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202382	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207207	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199936	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200241	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207383	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202046	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201006	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201584	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000222467	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200390	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200432	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252742	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200664	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000222394	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201892	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200287	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207161	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199884	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207117	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000238813	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000222509	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199866	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201088	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200121	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201102	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000212404	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202141	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252759	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202008	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202137	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207386	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207319	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200764	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199203	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207303	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200822	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199781	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201013	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207049	chr17	chr2
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207283	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206728	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000238912	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252398	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206645	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200579	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201965	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207512	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000251986	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000251811	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201635	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199591	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199476	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000199546	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000274967	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000212392	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252420	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202071	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000222883	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000207316	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201339	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201554	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000212319	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201511	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202177	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200610	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200361	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201426	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000206721	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000202388	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201800	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252965	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000212556	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000252894	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201031	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201217	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200162	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000201778	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200052	chr17	chr3
MIR301A	Y_RNA	ENSG00000207996	ENSG00000200118	chr17	chr3
